Sensor 0052 - site1
Site 1
date [EST]	lu 412 [uW/cm^2/nm/sr]	lu 442 [uW/cm^2/nm/sr]	lu 490 [uW/cm^2/nm/sr]	lu 510 [uW/cm^2/nm/sr]	lu 555 [uW/cm^2/nm/sr]	lu 664 [uW/cm^2/nm/sr]	lu 669 [uW/cm^2/nm/sr]
2014-05-26 01:00:00	-0.002358	-0.002817	-0.002585	-0.002668	-0.003531	-0.005132	-0.005104
2014-05-26 01:30:00	-0.002399	-0.002805	-0.002498	-0.002725	-0.003537	-0.004987	-0.005117
2014-05-26 02:00:00	-0.002308	-0.002777	-0.002352	-0.002643	-0.003536	-0.005186	-0.005012
2014-05-26 02:30:00	-0.002364	-0.002825	-0.002611	-0.002628	-0.003476	-0.005016	-0.00514
2014-05-26 03:00:00	-0.002354	-0.002691	-0.002618	-0.002628	-0.003619	-0.004932	-0.004854
2014-05-26 03:30:00	-0.002307	-0.002872	-0.002496	-0.002622	-0.003495	-0.005192	-0.004867
2014-05-26 04:00:00	-0.002232	-0.002694	-0.001798	-0.001567	-0.002255	-0.004942	-0.004652
2014-05-26 04:30:00	-0.001950	-0.001067	0.004459	0.006197	0.009152	-0.002862	-0.002978
2014-05-26 05:00:00	-0.000795	0.003077	0.022562	0.031564	0.051378	0.004339	0.004160
2014-05-26 05:30:00	-0.000524	0.003597	0.024127	0.034019	0.056656	0.004132	0.003863
2014-05-26 06:00:00	0.000587	0.007614	0.039571	0.055888	0.094789	0.010159	0.010018
2014-05-26 06:30:00	0.001783	0.011742	0.056735	0.080146	0.140017	0.018537	0.017936
2014-05-26 07:00:00	-0.00120	0.001681	0.016315	0.023696	0.042465	0.001311	0.001273
2014-05-26 07:30:00	0.001385	0.009604	0.049302	0.070254	0.125425	0.013526	0.013465
2014-05-26 08:00:00	0.005345	0.019862	0.079986	0.110012	0.185431	0.026663	0.026464
2014-05-26 08:30:00	0.007236	0.025633	0.096347	0.130191	0.213407	0.032205	0.031953
2014-05-26 09:00:00	0.017031	0.055322	0.202304	0.273515	0.45609	0.082277	0.080661
2014-05-26 09:30:00	0.022288	0.071392	0.259621	0.353841	0.595608	0.102911	0.101467
2014-05-26 10:00:00	0.014576	0.048096	0.173591	0.236248	0.391361	0.068319	0.067214
2014-05-26 10:30:00	0.013541	0.045350	0.169652	0.233481	0.391144	0.05747	0.056633
2014-05-26 11:00:00	0.000437	0.006495	0.032252	0.045445	0.078755	0.007824	0.007676
2014-05-26 11:30:00	0.016132	0.050580	0.188965	0.259811	0.448394	0.073264	0.071731
2014-05-26 12:00:00	0.002458	0.012690	0.053011	0.072920	0.121435	0.014324	0.014468
2014-05-26 12:30:00	0.002314	0.011877	0.049972	0.068360	0.113038	0.013531	0.013356
2014-05-26 13:00:00	0.000561	0.006666	0.032508	0.045195	0.076126	0.007185	0.007289
2014-05-26 13:30:00	0.013252	0.041923	0.153993	0.210932	0.350719	0.059261	0.058282
2014-05-26 14:00:00	0.012313	0.040524	0.150612	0.207892	0.348611	0.056834	0.056243
2014-05-26 14:30:00	0.012382	0.039494	0.147884	0.205618	0.350161	0.058404	0.057575
2014-05-26 15:00:00	0.018150	0.057118	0.211823	0.294558	0.498298	0.087579	0.085920
2014-05-26 15:30:00	0.005087	0.018652	0.078199	0.111168	0.193647	0.027075	0.026303
2014-05-26 16:00:00	0.002868	0.013547	0.060222	0.08478	0.143381	0.017320	0.016630
2014-05-26 16:30:00	0.003072	0.014807	0.062960	0.086348	0.140485	0.018293	0.017453
2014-05-26 17:00:00	0.000787	0.007660	0.034728	0.047114	0.074671	0.007342	0.006932
2014-05-26 17:30:00	-0.000699	0.003495	0.022217	0.030604	0.050200	0.002866	0.002726
2014-05-26 18:00:00	-0.001734	-0.000364	0.006907	0.009732	0.015091	-0.002229	-0.002382
2014-05-26 18:30:00	-0.002202	-0.001789	0.001882	0.003086	0.004232	-0.004154	-0.004101
2014-05-27 19:00:00	-0.002289	-0.002816	-0.002288	-0.002399	-0.003093	-0.005092	-0.005094
2014-05-27 19:30:00	-0.002333	-0.002769	-0.002527	-0.002697	-0.003701	-0.004929	-0.004934
2014-05-27 20:00:00	-0.002386	-0.002873	-0.002505	-0.002604	-0.003573	-0.005120	-0.005053
2014-05-27 20:30:00	-0.002296	-0.002767	-0.002564	-0.002751	-0.003696	-0.005239	-0.005025
2014-05-27 21:00:00	-0.002543	-0.002838	-0.002519	-0.002583	-0.003579	-0.004975	-0.004845
2014-05-27 21:30:00	-0.002448	-0.002785	-0.002356	-0.002643	-0.003606	-0.005038	-0.005257
2014-05-27 22:00:00	-0.002236	-0.002712	-0.002341	-0.002612	-0.003546	-0.004925	-0.004673
2014-05-27 22:30:00	-0.002467	-0.002847	-0.002548	-0.002658	-0.003523	-0.005317	-0.005123
2014-05-27 23:00:00	-0.002454	-0.002856	-0.002405	-0.002644	-0.003598	-0.004959	-0.004909
2014-05-27 23:30:00	-0.002538	-0.003042	-0.002698	-0.002834	-0.003926	-0.005389	-0.005289
2014-05-28 00:00:00	-0.002517	-0.002944	-0.002481	-0.002655	-0.003509	-0.004888	-0.005063
2014-05-28 00:30:00	-0.002334	-0.003075	-0.002641	-0.002636	-0.003445	-0.005047	-0.004916
2014-05-28 01:00:00	-0.002333	-0.002706	-0.002480	-0.002771	-0.003650	-0.005076	-0.004885
2014-05-28 01:30:00	-0.002196	-0.002915	-0.002638	-0.002650	-0.003618	-0.005192	-0.004873
2014-05-28 02:00:00	-0.002307	-0.002893	-0.002499	-0.002640	-0.003729	-0.005122	-0.004849
2014-05-28 02:30:00	-0.002501	-0.002929	-0.002489	-0.002650	-0.003505	-0.005029	-0.004894
2014-05-28 03:00:00	-0.002432	-0.002973	-0.002514	-0.002661	-0.003591	-0.005252	-0.005037
2014-05-28 03:30:00	-0.002309	-0.002852	-0.002512	-0.002684	-0.003513	-0.005140	-0.005058
2014-05-28 04:00:00	-0.002411	-0.002513	-0.002061	-0.002277	-0.003096	-0.004867	-0.005049
2014-05-28 04:30:00	-0.002249	-0.002458	-0.000938	-0.000826	-0.001167	-0.004636	-0.004793
2014-05-28 05:00:00	-0.001888	-0.001610	0.002093	0.003164	0.005084	-0.004107	-0.004036
2014-05-28 05:30:00	-0.001372	0.000813	0.011141	0.015276	0.024345	-0.001040	-0.001195
2014-05-28 06:00:00	-0.001121	0.001012	0.011427	0.015703	0.024779	-0.001031	-0.001237
2014-05-28 06:30:00	-0.001047	0.002035	0.014750	0.019614	0.030763	-0.000448	-0.000509
2014-05-28 07:00:00	-0.001111	0.001010	0.012333	0.016926	0.027438	-0.001386	-0.001423
2014-05-28 07:30:00	-0.000204	0.003678	0.021914	0.029624	0.047349	0.001403	0.001050
2014-05-28 08:00:00	0.000165	0.004941	0.025032	0.033138	0.051631	0.002452	0.002347
2014-05-28 08:30:00	0.000928	0.007268	0.032989	0.042673	0.065343	0.004167	0.003993
2014-05-28 09:00:00	0.000462	0.005978	0.027484	0.035709	0.054926	0.003233	0.002720
2014-05-28 09:30:00	-0.000072	0.003491	0.01886	0.024974	0.038773	0.000844	0.001163
2014-05-28 10:00:00	-0.000022	0.004043	0.020870	0.027532	0.042643	0.001078	0.001243
2014-05-28 10:30:00	0.002541	0.011265	0.045307	0.059383	0.090214	0.007692	0.007719
2014-05-28 11:00:00	0.001646	0.009130	0.038359	0.051351	0.080880	0.006946	0.007243
2014-05-28 11:30:00	0.007914	0.024673	0.090517	0.120142	0.189393	0.025046	0.024719
2014-05-28 12:00:00	0.003656	0.014360	0.055306	0.073682	0.116359	0.012956	0.012666
2014-05-28 12:30:00	0.008604	0.026096	0.091873	0.121698	0.189916	0.026212	0.026494
2014-05-28 13:00:00	0.004156	0.016334	0.060893	0.078988	0.118211	0.012282	0.011922
2014-05-28 13:30:00	0.001784	0.008987	0.036827	0.048039	0.073030	0.005963	0.005892
2014-05-28 14:00:00	0.002673	0.011600	0.045201	0.058927	0.088968	0.008166	0.008228
2014-05-28 14:30:00	0.035492	0.098519	0.312005	0.400203	0.594497	0.106700	0.104718
2014-05-28 15:00:00	0.040965	0.120017	0.390854	0.506412	0.764257	0.138442	0.133951
2014-05-28 15:30:00	0.013116	0.040389	0.133330	0.171531	0.253025	0.038434	0.037024
2014-05-28 16:00:00	0.006237	0.021166	0.074165	0.096333	0.140493	0.017483	0.016972
2014-05-28 16:30:00	0.004316	0.016530	0.061191	0.080039	0.118708	0.012779	0.01224
2014-05-28 17:00:00	0.012232	0.039875	0.146292	0.194011	0.299659	0.049833	0.048812
2014-05-28 17:30:00	0.003644	0.015694	0.066267	0.088731	0.137432	0.013512	0.012850
2014-05-28 18:00:00	0.000933	0.007512	0.033873	0.044893	0.066692	0.003414	0.003146
2014-05-28 18:30:00	-0.000728	0.002299	0.014444	0.018661	0.024084	-0.001432	-0.001798
2014-05-29 19:00:00	-0.001803	-0.001307	0.002088	0.002885	0.002571	-0.003961	-0.003933
2014-05-29 19:30:00	-0.002288	-0.002792	-0.002488	-0.002609	-0.003741	-0.004972	-0.004928
2014-05-29 20:00:00	-0.002445	-0.003023	-0.002579	-0.002640	-0.003582	-0.005018	-0.005327
2014-05-29 20:30:00	-0.002282	-0.002966	-0.002754	-0.002527	-0.003493	-0.005308	-0.005044
2014-05-29 21:00:00	-0.002303	-0.002856	-0.002573	-0.002669	-0.003619	-0.004912	-0.004880
2014-05-29 21:30:00	-0.002284	-0.002908	-0.002590	-0.002745	-0.003698	-0.005129	-0.005019
2014-05-29 22:00:00	-0.002445	-0.002819	-0.002563	-0.002746	-0.003593	-0.004952	-0.005180
2014-05-29 22:30:00	-0.002365	-0.002952	-0.002640	-0.002640	-0.003498	-0.005071	-0.005044
2014-05-29 23:00:00	-0.002503	-0.002811	-0.002386	-0.002603	-0.003566	-0.004982	-0.005071
2014-05-29 23:30:00	-0.002470	-0.002860	-0.002596	-0.002549	-0.003560	-0.005185	-0.005100
2014-05-30 00:00:00	-0.002376	-0.002732	-0.002455	-0.002612	-0.003655	-0.005106	-0.004954
2014-05-30 00:30:00	-0.002298	-0.002843	-0.002615	-0.002655	-0.003494	-0.005156	-0.005206
2014-05-30 01:00:00	-0.002384	-0.002896	-0.002538	-0.002619	-0.003585	-0.005109	-0.005085
2014-05-30 01:30:00	-0.002423	-0.002765	-0.002629	-0.002619	-0.003400	-0.005078	-0.005131
2014-05-30 02:00:00	-0.002381	-0.002757	-0.002336	-0.002666	-0.003689	-0.005037	-0.005020
2014-05-30 02:30:00	-0.002362	-0.002901	-0.002433	-0.002601	-0.003595	-0.004999	-0.005200
2014-05-30 03:00:00	-0.002262	-0.002820	-0.002567	-0.002640	-0.003613	-0.005014	-0.004790
2014-05-30 03:30:00	-0.002332	-0.002640	-0.002454	-0.002495	-0.003491	-0.005295	-0.004839
2014-05-30 04:00:00	-0.002147	-0.002057	-0.000674	-0.000331	-0.001598	-0.004838	-0.004588
2014-05-30 04:30:00	-0.001289	0.000104	0.005950	0.007585	0.008467	-0.003445	-0.003426
2014-05-30 05:00:00	-0.000101	0.004561	0.021012	0.027397	0.037512	0.000730	0.000432
2014-05-30 05:30:00	0.002111	0.009823	0.037408	0.048546	0.068124	0.004900	0.004497
2014-05-30 06:00:00	0.003718	0.015828	0.058652	0.077023	0.113319	0.011851	0.011159
2014-05-30 06:30:00	0.006471	0.022246	0.076649	0.100336	0.146237	0.016028	0.015420
2014-05-30 07:00:00	0.014821	0.042921	0.135197	0.174577	0.250935	0.036339	0.034784
2014-05-30 07:30:00	0.035459	0.102188	0.326082	0.425367	0.631356	0.103997	0.100749
2014-05-30 08:00:00	0.046886	0.132811	0.422154	0.55108	0.819570	0.132418	0.127047
2014-05-30 08:30:00	0.035869	0.102036	0.324945	0.422771	0.617348	0.093171	0.089939
2014-05-30 09:00:00	0.054712	0.151092	0.471724	0.609787	0.881696	0.132664	0.127883
2014-05-30 09:30:00	0.058153	0.160780	0.503308	0.647259	0.921507	0.143233	0.137849
2014-05-30 10:00:00	0.06409	0.172491	0.517689	0.660885	0.933943	0.147462	0.141863
2014-05-30 10:30:00	0.066306	0.178483	0.533383	0.681338	0.959685	0.145750	0.140552
2014-05-30 11:00:00	0.058905	0.160025	0.489591	0.631656	0.908636	0.127033	0.122752
2014-05-30 11:30:00	0.053206	0.148498	0.460338	0.591731	0.837497	0.107224	0.104142
2014-05-30 12:00:00	0.051159	0.136710	0.418282	0.538592	0.765375	0.101242	0.098657
2014-05-30 12:30:00	0.035449	0.101979	0.334852	0.441309	0.652617	0.072626	0.070596
2014-05-30 13:00:00	0.052024	0.137839	0.406291	0.52378	0.750589	0.108443	0.105158
2014-05-30 13:30:00	0.051766	0.137400	0.402286	0.518739	0.745848	0.107751	0.105949
2014-05-30 14:00:00	0.027432	0.071954	0.206549	0.264152	0.368898	0.051167	0.050818
2014-05-30 14:30:00	0.020672	0.056035	0.167651	0.217984	0.310215	0.038829	0.038475
2014-05-30 15:00:00	0.025084	0.066557	0.197291	0.254688	0.358410	0.049045	0.048283
2014-05-30 15:30:00	0.021626	0.059472	0.178710	0.230978	0.325812	0.043857	0.043372
2014-05-30 16:00:00	0.005527	0.017333	0.056108	0.072212	0.100199	0.007432	0.007460
2014-05-30 16:30:00	0.005261	0.017318	0.057026	0.074088	0.104181	0.007632	0.007606
2014-05-30 17:00:00	0.002297	0.010086	0.038027	0.050348	0.071981	0.004352	0.004456
2014-05-30 17:30:00	0.000135	0.004354	0.020438	0.027319	0.039190	0.000620	0.000326
2014-05-30 18:00:00	-0.000022	0.004198	0.019397	0.025594	0.034872	0.000532	0.000294
2014-05-30 18:30:00	-0.001516	-0.000107	0.006700	0.008785	0.011059	-0.002847	-0.002770
2014-05-31 19:00:00	-0.001715	-0.000758	0.003640	0.004861	0.004704	-0.003913	-0.003644
2014-05-31 19:30:00	-0.002491	-0.003048	-0.002523	-0.002848	-0.003887	-0.005509	-0.005476
2014-05-31 20:00:00	-0.002339	-0.002850	-0.002334	-0.002787	-0.003737	-0.005103	-0.004912
2014-05-31 20:30:00	-0.002551	-0.003228	-0.002874	-0.003010	-0.004112	-0.005639	-0.005598
2014-05-31 21:00:00	-0.002337	-0.002837	-0.002573	-0.002653	-0.003573	-0.005100	-0.005065
2014-05-31 21:30:00	-0.002478	-0.002685	-0.002514	-0.002685	-0.003454	-0.004887	-0.005167
2014-05-31 22:00:00	-0.002420	-0.002820	-0.002514	-0.002744	-0.003633	-0.005045	-0.005001
2014-05-31 22:30:00	-0.002422	-0.002860	-0.002525	-0.002686	-0.003468	-0.004998	-0.004814
2014-05-31 23:00:00	-0.002424	-0.002698	-0.002542	-0.002708	-0.003598	-0.005178	-0.004901
2014-05-31 23:30:00	-0.002293	-0.002803	-0.002418	-0.002596	-0.003726	-0.004944	-0.004841
2014-06-01 00:00:00	-0.002294	-0.002886	-0.002578	-0.002543	-0.003474	-0.005034	-0.005060
2014-06-01 00:30:00	-0.002203	-0.00298	-0.002568	-0.002549	-0.003521	-0.004977	-0.004954
2014-06-01 01:00:00	-0.002427	-0.002746	-0.002495	-0.002739	-0.003700	-0.005015	-0.004991
2014-06-01 01:30:00	-0.002365	-0.002947	-0.002531	-0.002518	-0.003482	-0.004998	-0.004976
2014-06-01 02:00:00	-0.002402	-0.002753	-0.002443	-0.002584	-0.003496	-0.004985	-0.004780
2014-06-01 02:30:00	-0.002392	-0.00280	-0.002514	-0.002644	-0.003688	-0.004863	-0.004953
2014-06-01 03:00:00	-0.002482	-0.002951	-0.002573	-0.002636	-0.003529	-0.005111	-0.005056
2014-06-01 03:30:00	-0.002434	-0.002815	-0.002338	-0.002553	-0.003597	-0.005037	-0.004785
2014-06-01 04:00:00	-0.002095	-0.002234	-0.000282	0.000038	-0.000328	-0.004481	-0.004170
2014-06-01 04:30:00	-0.001439	0.000111	0.008052	0.011181	0.016034	-0.002818	-0.003044
2014-06-01 05:00:00	-0.000698	0.002364	0.018061	0.026001	0.042748	-0.000465	-0.000340
2014-06-01 05:30:00	0.000602	0.007573	0.039945	0.057640	0.096458	0.004127	0.003914
2014-06-01 06:00:00	0.003446	0.015351	0.067296	0.095768	0.160869	0.014438	0.014686
2014-06-01 06:30:00	0.007546	0.028450	0.119809	0.170357	0.282007	0.027710	0.027312
2014-06-01 07:00:00	0.014452	0.047087	0.182109	0.256477	0.417316	0.044230	0.042948
2014-06-01 07:30:00	0.018999	0.061042	0.233215	0.329266	0.538776	0.061185	0.060193
2014-06-01 08:00:00	0.021375	0.070213	0.27449	0.38772	0.636055	0.067130	0.064501
2014-06-01 08:30:00	0.039716	0.117164	0.393492	0.534909	0.834092	0.115065	0.112284
2014-06-01 09:00:00	0.046902	0.134008	0.442729	0.598729	0.929049	0.128726	0.124361
2014-06-01 09:30:00	0.045309	0.132586	0.447215	0.600499	0.921521	0.117244	0.113207
2014-06-01 10:00:00	0.050824	0.148663	0.496703	0.663435	1.005096	0.131228	0.126205
2014-06-01 10:30:00	0.060743	0.173991	0.572622	0.764459	1.141602	0.146563	0.141571
2014-06-01 11:00:00	0.054611	0.157434	0.522427	0.695885	1.045332	0.134467	0.130033
2014-06-01 11:30:00	0.063955	0.177779	0.557289	0.735185	1.094114	0.157444	0.151979
2014-06-01 12:00:00	0.048490	0.148943	0.516346	0.691233	1.045466	0.136325	0.131895
2014-06-01 12:30:00	0.025335	0.088270	0.346042	0.478647	0.752709	0.090207	0.087812
2014-06-01 13:00:00	0.023333	0.080347	0.318969	0.448215	0.724879	0.088964	0.087384
2014-06-01 13:30:00	0.013057	0.045659	0.187090	0.270272	0.463060	0.053774	0.053708
2014-06-01 14:00:00	0.011854	0.046013	0.209768	0.307557	0.533255	0.056170	0.054896
2014-06-01 14:30:00	0.009194	0.037880	0.178308	0.265544	0.471236	0.046853	0.045920
2014-06-01 15:00:00	0.007765	0.033127	0.159759	0.238515	0.419468	0.041462	0.040867
2014-06-01 15:30:00	0.016238	0.055987	0.209792	0.293496	0.470664	0.067979	0.067249
2014-06-01 16:00:00	0.014052	0.048288	0.179060	0.250048	0.401093	0.057735	0.057079
2014-06-01 16:30:00	0.009989	0.034779	0.129012	0.179971	0.287340	0.039498	0.038903
2014-06-01 17:00:00	0.007133	0.025691	0.096755	0.134648	0.215300	0.030652	0.030372
2014-06-01 17:30:00	0.003036	0.014952	0.063494	0.088877	0.142009	0.015537	0.015513
2014-06-01 18:00:00	0.000844	0.007851	0.035689	0.049782	0.077783	0.006701	0.006763
2014-06-01 18:30:00	-0.000889	0.001557	0.012737	0.017511	0.024776	-0.001265	-0.001336
2014-06-02 19:00:00	-0.001883	-0.001479	0.001689	0.002880	0.002987	-0.004201	-0.003991
2014-06-02 19:30:00	-0.002399	-0.002617	-0.002183	-0.002452	-0.003459	-0.005131	-0.004985
2014-06-02 20:00:00	-0.002360	-0.002823	-0.002576	-0.002531	-0.003498	-0.004880	-0.005027
2014-06-02 20:30:00	-0.002195	-0.002800	-0.002348	-0.002591	-0.003507	-0.005013	-0.004924
2014-06-02 21:00:00	-0.002297	-0.002833	-0.002477	-0.002523	-0.003571	-0.004986	-0.005027
2014-06-02 21:30:00	-0.002544	-0.002682	-0.002443	-0.002628	-0.003508	-0.005173	-0.004898
2014-06-02 22:00:00	-0.002344	-0.002864	-0.002404	-0.002591	-0.003607	-0.004868	-0.004855
2014-06-02 22:30:00	-0.002291	-0.002837	-0.002439	-0.002571	-0.003593	-0.004948	-0.004867
2014-06-02 23:00:00	-0.002263	-0.002725	-0.002472	-0.002635	-0.003703	-0.005164	-0.004821
2014-06-02 23:30:00	-0.002376	-0.002813	-0.002490	-0.002615	-0.003415	-0.005084	-0.004855
2014-06-03 00:00:00	-0.002176	-0.002654	-0.002599	-0.002713	-0.003671	-0.004802	-0.004840
2014-06-03 00:30:00	-0.002346	-0.002639	-0.002491	-0.002588	-0.003760	-0.005133	-0.004948
2014-06-03 01:00:00	-0.002436	-0.002673	-0.002603	-0.002641	-0.003474	-0.004885	-0.004896
2014-06-03 01:30:00	-0.002294	-0.002882	-0.002566	-0.002688	-0.003538	-0.004901	-0.004704
2014-06-03 02:00:00	-0.002427	-0.002705	-0.002600	-0.002563	-0.003344	-0.004975	-0.004715
2014-06-03 02:30:00	-0.002381	-0.002815	-0.002413	-0.002667	-0.003609	-0.004950	-0.004932
2014-06-03 03:00:00	-0.002386	-0.002933	-0.002508	-0.002535	-0.003516	-0.004923	-0.004733
2014-06-03 03:30:00	-0.002189	-0.002715	-0.002396	-0.002523	-0.003559	-0.004985	-0.005014
2014-06-03 04:00:00	-0.002052	-0.001749	0.000248	0.000681	-0.000331	-0.004575	-0.004591
2014-06-03 04:30:00	-0.000957	0.000681	0.008061	0.010447	0.012901	-0.002682	-0.002959
2014-06-03 05:00:00	0.001041	0.007727	0.031591	0.041864	0.060281	0.005033	0.004823
2014-06-03 05:30:00	0.002516	0.012179	0.051141	0.070268	0.108092	0.007753	0.007651
2014-06-03 06:00:00	0.005660	0.020456	0.080755	0.112196	0.176773	0.016791	0.016653
2014-06-03 06:30:00	0.008702	0.031548	0.126806	0.178396	0.285276	0.028041	0.027540
2014-06-03 07:00:00	0.016257	0.052536	0.188806	0.259848	0.403187	0.050012	0.049004
2014-06-03 07:30:00	0.018296	0.058669	0.213805	0.296429	0.470773	0.054516	0.052911
2014-06-03 08:00:00	0.018886	0.061025	0.230536	0.326210	0.540207	0.057401	0.055713
2014-06-03 08:30:00	0.027001	0.087759	0.332052	0.458849	0.726204	0.083716	0.079605
2014-06-03 09:00:00	0.040895	0.121048	0.399574	0.544715	0.847039	0.115319	0.112486
2014-06-03 09:30:00	0.032499	0.101467	0.369769	0.518154	0.839887	0.093696	0.08994
2014-06-03 10:00:00	0.036536	0.111114	0.395417	0.551935	0.895173	0.103744	0.098915
2014-06-03 10:30:00	0.060896	0.164689	0.510351	0.691180	1.075198	0.161441	0.155648
2014-06-03 11:00:00	0.066424	0.179476	0.550185	0.734010	1.127573	0.177301	0.170974
2014-06-03 11:30:00	0.076707	0.201331	0.605856	0.800999	1.216797	0.201271	0.193162
2014-06-03 12:00:00	0.066218	0.179011	0.554343	0.734492	1.104365	0.167406	0.161458
2014-06-03 12:30:00	0.061801	0.169644	0.530602	0.710770	1.075911	0.159548	0.154445
2014-06-03 13:00:00	0.059692	0.164033	0.514083	0.688469	1.052238	0.15557	0.150570
2014-06-03 13:30:00	0.061605	0.159046	0.484161	0.640259	0.988577	0.162948	0.157305
2014-06-03 14:00:00	0.053871	0.140439	0.416176	0.547762	0.813643	0.136942	0.133742
2014-06-03 14:30:00	0.041889	0.113944	0.35295	0.472760	0.717167	0.109963	0.107568
2014-06-03 15:00:00	0.032328	0.089112	0.283974	0.383446	0.584493	0.086661	0.085330
2014-06-03 15:30:00	0.028646	0.080950	0.268898	0.367003	0.567834	0.082664	0.080546
2014-06-03 16:00:00	0.023760	0.066330	0.216768	0.294485	0.449945	0.069670	0.068037
2014-06-03 16:30:00	0.019841	0.058301	0.190366	0.257413	0.383222	0.059141	0.057777
2014-06-03 17:00:00	0.013549	0.040893	0.136099	0.184517	0.276424	0.043098	0.041865
2014-06-03 17:30:00	0.008762	0.027367	0.092821	0.125674	0.186743	0.027938	0.027070
2014-06-03 18:00:00	0.002671	0.012059	0.046276	0.062910	0.093255	0.010963	0.010655
2014-06-03 18:30:00	-0.000128	0.003884	0.01834	0.02470	0.034374	0.000932	0.001024
2014-06-04 19:00:00	-0.002203	-0.002484	-0.001465	-0.001471	-0.001854	-0.004604	-0.004595
2014-06-04 19:30:00	-0.002080	-0.002792	-0.002476	-0.002584	-0.003492	-0.004855	-0.004922
2014-06-04 20:00:00	-0.002165	-0.002772	-0.002427	-0.002769	-0.003602	-0.004800	-0.00491
2014-06-04 20:30:00	-0.002168	-0.002717	-0.002502	-0.002628	-0.003659	-0.004956	-0.004883
2014-06-04 21:00:00	-0.002305	-0.002777	-0.002639	-0.002463	-0.003320	-0.004922	-0.00496
2014-06-04 21:30:00	-0.002249	-0.002818	-0.002480	-0.002565	-0.003642	-0.004794	-0.005065
2014-06-04 22:00:00	-0.002164	-0.002796	-0.002615	-0.002671	-0.003545	-0.004807	-0.004751
2014-06-04 22:30:00	-0.002342	-0.002739	-0.002563	-0.002718	-0.003537	-0.005084	-0.004936
2014-06-04 23:00:00	-0.002210	-0.002983	-0.002528	-0.002502	-0.003551	-0.004936	-0.005007
2014-06-04 23:30:00	-0.002329	-0.002592	-0.002500	-0.002498	-0.003478	-0.004851	-0.004825
2014-06-05 00:00:00	-0.002314	-0.002678	-0.002540	-0.002561	-0.003522	-0.005098	-0.005026
2014-06-05 00:30:00	-0.002359	-0.002823	-0.002451	-0.002635	-0.003620	-0.005091	-0.004888
2014-06-05 01:00:00	-0.002349	-0.002696	-0.002486	-0.002530	-0.003524	-0.004997	-0.004919
2014-06-05 01:30:00	-0.00245	-0.002915	-0.002722	-0.002668	-0.003832	-0.005454	-0.005280
2014-06-05 02:00:00	-0.002403	-0.002674	-0.002539	-0.002466	-0.003502	-0.004861	-0.004938
2014-06-05 02:30:00	-0.002336	-0.002747	-0.002497	-0.002704	-0.003358	-0.004903	-0.004919
2014-06-05 03:00:00	-0.002261	-0.002884	-0.002502	-0.002548	-0.003594	-0.005065	-0.004975
2014-06-05 03:30:00	-0.002375	-0.002730	-0.002465	-0.002485	-0.003531	-0.004928	-0.004931
2014-06-05 04:00:00	-0.002131	-0.002610	-0.001681	-0.001562	-0.002328	-0.004921	-0.004757
2014-06-05 04:30:00	-0.002129	-0.001951	0.000967	0.001666	0.002666	-0.004208	-0.004256
2014-06-05 05:00:00	-0.002210	-0.001738	0.001902	0.003543	0.006707	-0.003663	-0.003561
2014-06-05 05:30:00	-0.001789	-0.000310	0.007733	0.011530	0.019867	-0.001672	-0.001882
2014-06-05 06:00:00	-0.001112	0.001644	0.014670	0.021064	0.034828	0.000434	0.000482
2014-06-05 06:30:00	0.000535	0.005556	0.026119	0.035599	0.055721	0.004126	0.003962
2014-06-05 07:00:00	0.001473	0.008644	0.037757	0.052144	0.084928	0.009945	0.009829
2014-06-05 07:30:00	-0.000475	0.003482	0.020291	0.028544	0.048391	0.003429	0.003299
2014-06-05 08:00:00	0.001025	0.007386	0.034848	0.049252	0.085397	0.008838	0.008535
2014-06-05 08:30:00	0.002141	0.010813	0.048757	0.069963	0.124626	0.015736	0.015254
2014-06-05 09:00:00	0.002410	0.011331	0.049860	0.071684	0.130565	0.016702	0.016563
2014-06-05 09:30:00	0.002132	0.010495	0.047499	0.068255	0.122014	0.014427	0.014163
2014-06-05 10:00:00	0.006313	0.020088	0.080201	0.113484	0.198477	0.027123	0.026220
2014-06-05 10:30:00	0.000599	0.006389	0.032272	0.045844	0.081073	0.006848	0.006344
2014-06-05 11:00:00	0.001023	0.007561	0.037362	0.053455	0.095843	0.008826	0.008609
2014-06-05 11:30:00	0.002777	0.012620	0.059035	0.083880	0.148761	0.016792	0.015798
